Voltage,Current,Frequency,Temperature,Fault,Shutdown
5,0.0,0.0,23,Line Break,Yes
230,7.32,50.02,26,Normal,No
255,16.98,49.99,53,Overload,Yes
300,5.51,50.71,41,Overvoltage,Yes
17,0.0,0.0,29,Line Break,Yes
13,0.0,0.0,28,Line Break,Yes
140,3.94,49.26,30,Undervoltage,Yes
245,19.45,50.13,45,Overload,Yes
236,4.49,50.14,31,Normal,No
123,3.38,49.05,29,Undervoltage,Yes
253,14.03,49.94,41,Overload,Yes
9,0.0,0.0,20,Line Break,Yes
107,3.83,49.2,29,Undervoltage,Yes
233,5.59,50.11,35,Normal,No
248,18.48,50.14,44,Overload,Yes
265,5.26,50.87,38,Overvoltage,Yes
239,3.2,49.92,32,Normal,No
134,4.79,49.36,33,Undervoltage,Yes
220,6.56,49.81,26,Normal,No
104,5.59,49.27,25,Undervoltage,Yes
230,6.29,49.93,25,Normal,No
298,6.08,50.21,44,Overvoltage,Yes
228,5.99,49.91,33,Normal,No
162,2.03,49.57,27,Undervoltage,Yes
11,0.0,0.0,21,Line Break,Yes
18,0.0,0.0,21,Line Break,Yes
3,0.0,0.0,28,Line Break,Yes
275,6.3,50.09,33,Overvoltage,Yes
140,4.16,49.98,33,Undervoltage,Yes
129,3.56,49.67,25,Undervoltage,Yes
12,0.0,0.0,25,Line Break,Yes
241,12.94,49.88,43,Overload,Yes
226,6.64,49.98,33,Normal,No
285,8.32,50.05,40,Overvoltage,Yes
277,7.04,50.18,31,Overvoltage,Yes
237,4.02,50.05,28,Normal,No
127,2.38,49.21,34,Undervoltage,Yes
253,12.19,50.15,45,Overload,Yes
143,4.42,49.44,31,Undervoltage,Yes
295,8.06,50.92,44,Overvoltage,Yes
279,7.63,50.13,44,Overvoltage,Yes
259,10.2,50.03,51,Overload,Yes
7,0.0,0.0,22,Line Break,Yes
290,5.52,50.05,42,Overvoltage,Yes
230,5.35,50.16,27,Normal,No
135,5.93,49.18,35,Undervoltage,Yes
255,13.63,50.0,55,Overload,Yes
252,19.46,49.95,51,Overload,Yes
280,8.25,50.08,32,Overvoltage,Yes
250,17.51,49.84,52,Overload,Yes
1,0.0,0.0,23,Line Break,Yes
126,2.78,49.47,33,Undervoltage,Yes
250,13.07,49.86,41,Overload,Yes
280,8.12,50.53,43,Overvoltage,Yes
19,0.0,0.0,30,Line Break,Yes
291,9.56,50.36,40,Overvoltage,Yes
0,0.0,0.0,29,Line Break,Yes
230,5.61,49.86,34,Normal,No
255,16.85,50.07,49,Overload,Yes
294,8.49,50.36,44,Overvoltage,Yes
270,5.84,50.29,44,Overvoltage,Yes
9,0.0,0.0,22,Line Break,Yes
235,5.43,49.84,34,Normal,No
252,13.81,49.84,49,Overload,Yes
156,3.19,49.98,34,Undervoltage,Yes
232,5.46,50.09,32,Normal,No
272,5.85,50.46,41,Overvoltage,Yes
253,18.6,50.16,52,Overload,Yes
256,10.67,49.8,44,Overload,Yes
266,5.83,50.03,42,Overvoltage,Yes
225,3.93,49.96,25,Normal,No
127,3.63,49.91,28,Undervoltage,Yes
255,13.23,49.94,46,Overload,Yes
126,3.75,49.27,27,Undervoltage,Yes
117,4.25,49.69,27,Undervoltage,Yes
112,5.81,49.9,30,Undervoltage,Yes
295,6.17,50.51,36,Overvoltage,Yes
145,2.49,49.66,30,Undervoltage,Yes
221,3.82,49.91,30,Normal,No
221,6.09,50.12,34,Normal,No
243,10.46,50.2,50,Overload,Yes
107,3.02,49.58,35,Undervoltage,Yes
12,0.0,0.0,29,Line Break,Yes
291,7.97,50.83,32,Overvoltage,Yes
259,14.3,50.15,45,Overload,Yes
261,8.99,50.41,38,Overvoltage,Yes
1,0.0,0.0,21,Line Break,Yes
259,16.23,49.8,47,Overload,Yes
273,8.6,50.16,37,Overvoltage,Yes
161,4.7,49.07,30,Undervoltage,Yes
260,13.89,50.09,42,Overload,Yes
11,0.0,0.0,29,Line Break,Yes
250,15.85,49.96,42,Overload,Yes
108,5.33,49.67,32,Undervoltage,Yes
222,5.31,49.87,33,Normal,No
237,5.03,50.18,33,Normal,No
153,3.65,49.47,34,Undervoltage,Yes
18,0.0,0.0,24,Line Break,Yes
243,15.35,50.17,43,Overload,Yes
283,5.35,50.54,39,Overvoltage,Yes
285,6.29,50.07,32,Overvoltage,Yes
20,0.0,0.0,21,Line Break,Yes
222,7.3,50.06,29,Normal,No
112,3.2,49.0,31,Undervoltage,Yes
2,0.0,0.0,24,Line Break,Yes
247,14.04,50.2,41,Overload,Yes
229,7.08,50.0,34,Normal,No
250,11.18,49.98,47,Overload,Yes
292,6.6,50.37,36,Overvoltage,Yes
131,4.1,50.0,32,Undervoltage,Yes
264,8.4,50.95,35,Overvoltage,Yes
149,5.81,49.41,27,Undervoltage,Yes
282,7.94,50.77,41,Overvoltage,Yes
232,5.9,49.99,30,Normal,No
238,4.55,50.14,32,Normal,No
115,3.58,49.95,35,Undervoltage,Yes
156,2.61,49.66,25,Undervoltage,Yes
244,17.29,50.15,45,Overload,Yes
242,16.56,50.04,54,Overload,Yes
135,5.64,49.73,35,Undervoltage,Yes
6,0.0,0.0,29,Line Break,Yes
118,4.9,49.45,30,Undervoltage,Yes
145,4.83,49.5,35,Undervoltage,Yes
255,16.66,50.08,50,Overload,Yes
221,7.64,50.16,31,Normal,No
0,0.0,0.0,20,Line Break,Yes
151,4.87,49.32,30,Undervoltage,Yes
245,18.85,49.98,51,Overload,Yes
168,3.13,49.81,25,Undervoltage,Yes
250,12.06,49.81,47,Overload,Yes
243,12.28,49.98,49,Overload,Yes
9,0.0,0.0,21,Line Break,Yes
268,5.15,50.08,30,Overvoltage,Yes
234,6.18,50.18,30,Normal,No
233,3.82,50.14,25,Normal,No
299,6.16,50.41,41,Overvoltage,Yes
270,6.52,50.72,34,Overvoltage,Yes
125,2.12,49.1,29,Undervoltage,Yes
251,17.9,50.0,40,Overload,Yes
249,12.26,49.85,40,Overload,Yes
268,7.43,50.04,32,Overvoltage,Yes
266,5.01,50.83,30,Overvoltage,Yes
292,9.5,50.64,37,Overvoltage,Yes
251,18.27,50.05,54,Overload,Yes
221,7.21,50.05,34,Normal,No
231,4.05,49.89,25,Normal,No
293,6.78,50.84,37,Overvoltage,Yes
0,0.0,0.0,27,Line Break,Yes
238,4.87,49.89,31,Normal,No
264,8.91,50.22,42,Overvoltage,Yes
240,11.55,49.84,48,Overload,Yes
16,0.0,0.0,23,Line Break,Yes
298,7.45,50.27,38,Overvoltage,Yes
10,0.0,0.0,26,Line Break,Yes
242,13.33,49.88,47,Overload,Yes
241,17.31,49.9,53,Overload,Yes
7,0.0,0.0,24,Line Break,Yes
281,8.72,50.03,44,Overvoltage,Yes
263,8.38,50.79,35,Overvoltage,Yes
251,16.59,49.82,49,Overload,Yes
141,4.76,49.24,29,Undervoltage,Yes
173,4.05,49.24,31,Undervoltage,Yes
6,0.0,0.0,27,Line Break,Yes
14,0.0,0.0,24,Line Break,Yes
296,9.92,50.31,41,Overvoltage,Yes
12,0.0,0.0,23,Line Break,Yes
244,19.46,49.93,43,Overload,Yes
240,19.29,49.92,51,Overload,Yes
293,8.04,50.82,33,Overvoltage,Yes
230,3.63,49.82,29,Normal,No
118,2.51,49.91,35,Undervoltage,Yes
222,4.48,50.01,32,Normal,No
10,0.0,0.0,25,Line Break,Yes
247,14.85,49.87,46,Overload,Yes
142,5.99,49.81,30,Undervoltage,Yes
121,4.53,49.21,34,Undervoltage,Yes
140,4.27,49.47,28,Undervoltage,Yes
222,4.97,49.8,27,Normal,No
277,5.6,50.77,43,Overvoltage,Yes
287,5.31,50.84,34,Overvoltage,Yes
240,16.67,49.85,44,Overload,Yes
128,2.21,49.39,27,Undervoltage,Yes
297,7.34,50.83,38,Overvoltage,Yes
271,7.99,50.02,40,Overvoltage,Yes
222,7.73,50.04,32,Normal,No
266,5.01,50.72,34,Overvoltage,Yes
244,19.21,50.12,40,Overload,Yes
178,5.65,49.98,27,Undervoltage,Yes
226,7.16,49.99,31,Normal,No
221,4.22,50.02,29,Normal,No
238,4.86,50.01,25,Normal,No
234,3.37,49.87,25,Normal,No
229,7.08,50.07,26,Normal,No
245,16.05,49.96,48,Overload,Yes
14,0.0,0.0,22,Line Break,Yes
243,13.31,50.17,55,Overload,Yes
137,3.47,49.9,28,Undervoltage,Yes
134,5.46,49.04,33,Undervoltage,Yes
20,0.0,0.0,22,Line Break,Yes
237,5.03,49.97,30,Normal,No
136,5.13,49.45,34,Undervoltage,Yes
247,10.48,49.83,55,Overload,Yes
17,0.0,0.0,27,Line Break,Yes
229,3.97,49.91,27,Normal,No
260,14.47,50.15,48,Overload,Yes
259,14.75,50.11,52,Overload,Yes
0,0.0,0.0,29,Line Break,Yes
246,11.93,50.19,48,Overload,Yes
18,0.0,0.0,25,Line Break,Yes
2,0.0,0.0,23,Line Break,Yes
13,0.0,0.0,27,Line Break,Yes
267,7.47,50.14,39,Overvoltage,Yes
245,10.13,49.84,45,Overload,Yes
149,4.99,49.28,30,Undervoltage,Yes
0,0.0,0.0,29,Line Break,Yes
298,8.58,50.28,31,Overvoltage,Yes
238,6.29,49.86,29,Normal,No
220,7.76,49.99,31,Normal,No
236,6.92,50.07,30,Normal,No
235,5.69,49.92,26,Normal,No
240,19.11,50.12,53,Overload,Yes
227,4.34,50.05,33,Normal,No
266,7.37,50.26,31,Overvoltage,Yes
1,0.0,0.0,20,Line Break,Yes
226,5.74,50.17,27,Normal,No
13,0.0,0.0,22,Line Break,Yes
235,4.55,50.18,27,Normal,No
145,2.98,49.78,27,Undervoltage,Yes
298,6.72,50.03,42,Overvoltage,Yes
249,17.05,50.07,51,Overload,Yes
296,5.6,50.18,39,Overvoltage,Yes
250,19.42,50.08,54,Overload,Yes
105,5.82,49.66,32,Undervoltage,Yes
228,6.18,50.2,28,Normal,No
0,0.0,0.0,28,Line Break,Yes
103,3.53,49.68,35,Undervoltage,Yes
120,4.93,49.88,29,Undervoltage,Yes
148,3.52,49.22,33,Undervoltage,Yes
128,5.27,49.23,25,Undervoltage,Yes
236,6.91,50.02,34,Normal,No
285,9.82,50.3,38,Overvoltage,Yes
238,6.84,50.13,34,Normal,No
115,5.11,49.56,26,Undervoltage,Yes
284,9.3,50.48,41,Overvoltage,Yes
4,0.0,0.0,26,Line Break,Yes
140,5.86,49.66,31,Undervoltage,Yes
178,5.46,49.2,25,Undervoltage,Yes
226,4.36,49.93,31,Normal,No
234,5.05,49.94,31,Normal,No
274,7.34,50.49,34,Overvoltage,Yes
249,18.65,49.84,47,Overload,Yes
13,0.0,0.0,28,Line Break,Yes
154,5.28,49.86,28,Undervoltage,Yes
240,3.58,49.99,29,Normal,No
137,4.29,49.74,25,Undervoltage,Yes
299,7.04,50.6,37,Overvoltage,Yes
110,2.77,49.02,32,Undervoltage,Yes
175,2.61,49.45,29,Undervoltage,Yes
129,3.53,49.55,33,Undervoltage,Yes
271,6.79,50.7,32,Overvoltage,Yes
254,19.13,49.9,47,Overload,Yes
246,14.57,50.0,43,Overload,Yes
8,0.0,0.0,24,Line Break,Yes
240,4.59,49.99,32,Normal,No
298,6.55,50.18,35,Overvoltage,Yes
262,9.98,50.32,39,Overvoltage,Yes
232,3.52,50.07,32,Normal,No
18,0.0,0.0,21,Line Break,Yes
4,0.0,0.0,23,Line Break,Yes
255,12.34,50.02,52,Overload,Yes
228,7.94,49.94,33,Normal,No
14,0.0,0.0,27,Line Break,Yes
242,18.36,50.16,49,Overload,Yes
19,0.0,0.0,20,Line Break,Yes
166,2.09,49.34,29,Undervoltage,Yes
122,3.67,49.3,29,Undervoltage,Yes
293,6.15,50.36,43,Overvoltage,Yes
240,10.75,49.9,50,Overload,Yes
290,8.31,50.86,31,Overvoltage,Yes
235,6.25,49.92,27,Normal,No
264,7.78,50.67,36,Overvoltage,Yes
108,5.07,49.92,27,Undervoltage,Yes
2,0.0,0.0,30,Line Break,Yes
7,0.0,0.0,27,Line Break,Yes
274,9.36,50.24,36,Overvoltage,Yes
124,5.76,49.16,30,Undervoltage,Yes
112,3.81,49.16,33,Undervoltage,Yes
226,3.79,49.99,26,Normal,No
275,6.28,50.02,30,Overvoltage,Yes
8,0.0,0.0,21,Line Break,Yes
276,7.6,50.43,39,Overvoltage,Yes
250,18.33,49.95,43,Overload,Yes
221,4.59,49.98,32,Normal,No
250,15.83,49.94,51,Overload,Yes
149,5.89,49.75,26,Undervoltage,Yes
142,5.58,49.07,29,Undervoltage,Yes
20,0.0,0.0,20,Line Break,Yes
104,3.64,49.0,25,Undervoltage,Yes
6,0.0,0.0,27,Line Break,Yes
242,12.34,49.82,52,Overload,Yes
256,19.76,50.05,40,Overload,Yes
251,13.45,50.17,41,Overload,Yes
221,5.59,49.83,25,Normal,No
274,6.05,50.8,40,Overvoltage,Yes
13,0.0,0.0,28,Line Break,Yes
266,7.59,50.72,31,Overvoltage,Yes
177,3.82,49.57,27,Undervoltage,Yes
142,5.77,49.24,34,Undervoltage,Yes
272,8.65,50.91,30,Overvoltage,Yes
262,6.02,50.55,35,Overvoltage,Yes
154,4.96,49.34,28,Undervoltage,Yes
230,6.24,49.84,31,Normal,No
121,5.3,49.45,29,Undervoltage,Yes
294,9.54,50.12,35,Overvoltage,Yes
244,13.19,49.86,44,Overload,Yes
156,2.71,49.63,34,Undervoltage,Yes
6,0.0,0.0,24,Line Break,Yes
117,3.85,49.02,35,Undervoltage,Yes
11,0.0,0.0,23,Line Break,Yes
246,18.1,50.1,41,Overload,Yes
12,0.0,0.0,26,Line Break,Yes
236,7.1,50.03,32,Normal,No
266,9.51,50.33,30,Overvoltage,Yes
147,2.02,49.42,30,Undervoltage,Yes
299,9.08,50.76,36,Overvoltage,Yes
224,6.95,49.94,29,Normal,No
148,3.36,49.4,26,Undervoltage,Yes
130,3.72,49.32,25,Undervoltage,Yes
286,5.1,50.76,35,Overvoltage,Yes
223,3.31,50.05,27,Normal,No
236,7.59,49.99,32,Normal,No
9,0.0,0.0,21,Line Break,Yes
293,6.47,50.59,42,Overvoltage,Yes
258,17.57,50.09,50,Overload,Yes
4,0.0,0.0,30,Line Break,Yes
240,7.49,49.97,27,Normal,No
237,3.09,49.93,29,Normal,No
125,2.56,49.64,33,Undervoltage,Yes
275,9.27,50.77,37,Overvoltage,Yes
164,2.62,49.8,33,Undervoltage,Yes
279,8.46,50.95,31,Overvoltage,Yes
142,3.46,49.68,31,Undervoltage,Yes
291,9.56,50.76,32,Overvoltage,Yes
222,6.94,49.86,34,Normal,No
257,10.57,49.97,41,Overload,Yes
224,7.73,49.97,31,Normal,No
11,0.0,0.0,22,Line Break,Yes
5,0.0,0.0,26,Line Break,Yes
136,5.22,49.48,27,Undervoltage,Yes
246,12.06,49.95,49,Overload,Yes
19,0.0,0.0,24,Line Break,Yes
288,8.68,50.62,33,Overvoltage,Yes
13,0.0,0.0,24,Line Break,Yes
141,3.14,49.4,27,Undervoltage,Yes
133,5.34,49.43,27,Undervoltage,Yes
100,3.87,49.36,30,Undervoltage,Yes
127,2.94,49.84,29,Undervoltage,Yes
251,14.45,49.86,53,Overload,Yes
289,6.34,50.15,44,Overvoltage,Yes
1,0.0,0.0,28,Line Break,Yes
175,5.33,49.09,32,Undervoltage,Yes
157,5.81,49.65,30,Undervoltage,Yes
264,7.39,50.03,40,Overvoltage,Yes
239,4.72,50.04,34,Normal,No
137,5.51,49.78,28,Undervoltage,Yes
259,15.9,50.04,45,Overload,Yes
276,8.61,50.13,35,Overvoltage,Yes
120,2.89,49.29,34,Undervoltage,Yes
230,6.27,50.11,25,Normal,No
243,16.36,49.91,43,Overload,Yes
13,0.0,0.0,20,Line Break,Yes
226,6.52,49.9,34,Normal,No
244,14.59,50.13,42,Overload,Yes
273,6.19,50.32,41,Overvoltage,Yes
14,0.0,0.0,21,Line Break,Yes
251,17.01,49.83,45,Overload,Yes
250,12.54,50.17,52,Overload,Yes
19,0.0,0.0,28,Line Break,Yes
258,15.52,49.94,50,Overload,Yes
244,12.26,49.93,50,Overload,Yes
234,5.68,50.14,29,Normal,No
15,0.0,0.0,20,Line Break,Yes
145,2.84,49.14,34,Undervoltage,Yes
102,2.75,49.22,32,Undervoltage,Yes
1,0.0,0.0,23,Line Break,Yes
298,9.1,50.72,44,Overvoltage,Yes
240,14.72,49.98,52,Overload,Yes
105,2.18,49.22,32,Undervoltage,Yes
121,4.06,49.37,25,Undervoltage,Yes
222,4.51,49.93,27,Normal,No
169,4.24,49.15,34,Undervoltage,Yes
175,2.2,49.82,26,Undervoltage,Yes
225,7.25,49.93,30,Normal,No
222,3.01,50.0,27,Normal,No
153,2.51,49.2,29,Undervoltage,Yes
17,0.0,0.0,26,Line Break,Yes
102,2.91,49.36,27,Undervoltage,Yes
179,2.74,49.42,28,Undervoltage,Yes
15,0.0,0.0,30,Line Break,Yes
3,0.0,0.0,29,Line Break,Yes
107,2.55,49.04,27,Undervoltage,Yes
276,7.78,50.8,31,Overvoltage,Yes
294,8.44,50.41,39,Overvoltage,Yes
116,2.15,49.3,31,Undervoltage,Yes
101,3.4,49.35,28,Undervoltage,Yes
269,5.28,50.6,43,Overvoltage,Yes
252,19.72,50.1,43,Overload,Yes
226,6.78,49.88,28,Normal,No
227,5.05,49.88,28,Normal,No
151,4.56,49.6,28,Undervoltage,Yes
164,2.91,49.38,26,Undervoltage,Yes
161,4.65,49.89,35,Undervoltage,Yes
292,9.71,50.53,33,Overvoltage,Yes
288,6.98,50.6,39,Overvoltage,Yes
231,7.32,50.09,32,Normal,No
236,3.01,49.94,25,Normal,No
258,19.4,50.06,50,Overload,Yes
9,0.0,0.0,21,Line Break,Yes
138,5.18,49.55,33,Undervoltage,Yes
222,6.86,49.99,33,Normal,No
250,17.76,49.98,45,Overload,Yes
221,3.35,49.96,25,Normal,No
274,6.86,50.61,40,Overvoltage,Yes
253,19.38,50.07,52,Overload,Yes
20,0.0,0.0,21,Line Break,Yes
4,0.0,0.0,27,Line Break,Yes
150,2.05,49.81,30,Undervoltage,Yes
220,3.21,49.85,30,Normal,No
12,0.0,0.0,21,Line Break,Yes
272,8.26,50.75,39,Overvoltage,Yes
8,0.0,0.0,28,Line Break,Yes
236,5.33,49.9,31,Normal,No
281,5.72,50.69,41,Overvoltage,Yes
262,7.27,50.44,31,Overvoltage,Yes
256,17.26,50.12,42,Overload,Yes
138,2.79,49.14,28,Undervoltage,Yes
9,0.0,0.0,25,Line Break,Yes
227,6.33,49.93,34,Normal,No
222,5.54,50.18,33,Normal,No
230,7.54,50.04,27,Normal,No
120,5.48,49.73,31,Undervoltage,Yes
271,8.72,50.39,31,Overvoltage,Yes
290,9.07,50.22,41,Overvoltage,Yes
259,17.67,50.05,41,Overload,Yes
231,3.46,49.94,27,Normal,No
256,17.26,50.18,40,Overload,Yes
123,2.32,49.22,31,Undervoltage,Yes
263,9.03,50.57,38,Overvoltage,Yes
226,7.68,49.84,28,Normal,No
231,3.76,49.87,32,Normal,No
253,19.93,49.94,52,Overload,Yes
256,13.33,50.16,41,Overload,Yes
269,9.26,50.95,34,Overvoltage,Yes
256,19.76,50.09,46,Overload,Yes
225,5.69,49.94,26,Normal,No
159,3.97,49.04,26,Undervoltage,Yes
6,0.0,0.0,29,Line Break,Yes
296,5.37,50.97,34,Overvoltage,Yes
3,0.0,0.0,20,Line Break,Yes
255,16.2,49.94,50,Overload,Yes
253,11.6,50.07,41,Overload,Yes
119,4.94,49.29,30,Undervoltage,Yes
226,5.44,50.01,35,Normal,No
253,17.38,50.08,47,Overload,Yes
228,6.26,49.82,29,Normal,No
154,3.06,49.38,35,Undervoltage,Yes
101,4.64,49.07,34,Undervoltage,Yes
20,0.0,0.0,27,Line Break,Yes
242,14.69,49.83,42,Overload,Yes
229,5.24,49.97,28,Normal,No
15,0.0,0.0,28,Line Break,Yes
123,2.92,49.81,34,Undervoltage,Yes
284,5.77,50.02,43,Overvoltage,Yes
254,19.88,50.11,42,Overload,Yes
10,0.0,0.0,22,Line Break,Yes
18,0.0,0.0,27,Line Break,Yes
102,5.0,49.96,31,Undervoltage,Yes
14,0.0,0.0,29,Line Break,Yes
118,4.7,49.62,30,Undervoltage,Yes
288,5.31,50.81,32,Overvoltage,Yes
289,8.55,50.69,31,Overvoltage,Yes
263,9.9,50.24,41,Overvoltage,Yes
282,9.41,50.29,32,Overvoltage,Yes
233,7.11,49.85,28,Normal,No
121,2.21,49.27,35,Undervoltage,Yes
16,0.0,0.0,27,Line Break,Yes
264,5.46,50.05,43,Overvoltage,Yes
124,4.36,49.19,31,Undervoltage,Yes
264,5.04,50.7,30,Overvoltage,Yes
253,14.54,49.84,45,Overload,Yes
126,5.42,49.78,35,Undervoltage,Yes
173,2.87,49.5,25,Undervoltage,Yes
9,0.0,0.0,25,Line Break,Yes
287,8.75,50.72,43,Overvoltage,Yes
10,0.0,0.0,27,Line Break,Yes
106,2.31,49.13,30,Undervoltage,Yes
254,18.5,49.84,51,Overload,Yes
175,3.97,49.26,31,Undervoltage,Yes
255,12.97,50.17,42,Overload,Yes
296,5.97,50.6,34,Overvoltage,Yes
244,13.51,49.84,51,Overload,Yes
275,9.46,50.21,35,Overvoltage,Yes
250,12.54,49.82,44,Overload,Yes
294,7.01,50.34,43,Overvoltage,Yes
295,7.07,50.71,44,Overvoltage,Yes
268,7.2,50.21,37,Overvoltage,Yes
273,7.85,50.35,39,Overvoltage,Yes
8,0.0,0.0,22,Line Break,Yes
271,8.95,50.48,37,Overvoltage,Yes
231,5.47,50.18,30,Normal,No
238,5.51,49.91,27,Normal,No
229,6.07,49.93,33,Normal,No
170,3.89,49.01,32,Undervoltage,Yes
244,18.1,49.99,53,Overload,Yes
273,8.0,50.45,34,Overvoltage,Yes
227,4.99,50.16,26,Normal,No
221,5.81,50.08,34,Normal,No
239,5.22,49.84,32,Normal,No
257,19.34,50.01,48,Overload,Yes
17,0.0,0.0,27,Line Break,Yes
237,6.52,50.03,30,Normal,No
250,11.04,49.85,53,Overload,Yes
295,9.98,50.79,31,Overvoltage,Yes
241,14.55,50.12,41,Overload,Yes
8,0.0,0.0,29,Line Break,Yes
238,7.35,49.91,27,Normal,No
1,0.0,0.0,25,Line Break,Yes
286,8.34,50.21,43,Overvoltage,Yes
240,13.25,49.93,44,Overload,Yes
178,3.82,49.27,28,Undervoltage,Yes
268,9.45,50.61,36,Overvoltage,Yes
167,3.4,49.89,29,Undervoltage,Yes
296,5.27,50.4,44,Overvoltage,Yes
292,8.86,50.86,40,Overvoltage,Yes
6,0.0,0.0,20,Line Break,Yes
271,7.8,50.07,37,Overvoltage,Yes
290,9.25,50.76,42,Overvoltage,Yes
3,0.0,0.0,23,Line Break,Yes
6,0.0,0.0,28,Line Break,Yes
114,2.98,49.12,28,Undervoltage,Yes
252,13.44,49.95,49,Overload,Yes
5,0.0,0.0,21,Line Break,Yes
145,3.98,49.73,34,Undervoltage,Yes
153,3.82,49.99,31,Undervoltage,Yes
4,0.0,0.0,25,Line Break,Yes
275,6.24,50.23,45,Overvoltage,Yes
221,6.52,49.82,27,Normal,No
279,7.35,50.39,39,Overvoltage,Yes
247,13.85,50.02,50,Overload,Yes
268,7.33,50.32,39,Overvoltage,Yes
122,3.97,49.28,32,Undervoltage,Yes
16,0.0,0.0,26,Line Break,Yes
230,4.55,49.8,35,Normal,No
241,14.18,49.86,53,Overload,Yes
249,12.03,49.84,50,Overload,Yes
244,12.02,50.18,46,Overload,Yes
276,7.72,50.0,43,Overvoltage,Yes
278,7.88,50.3,35,Overvoltage,Yes
290,9.06,50.17,31,Overvoltage,Yes
253,17.85,50.08,43,Overload,Yes
236,7.79,49.9,27,Normal,No
112,3.51,49.03,31,Undervoltage,Yes
292,5.78,50.14,42,Overvoltage,Yes
252,13.4,49.97,50,Overload,Yes
2,0.0,0.0,30,Line Break,Yes
234,3.33,50.04,26,Normal,No
125,2.17,49.46,25,Undervoltage,Yes
220,3.79,50.12,32,Normal,No
14,0.0,0.0,27,Line Break,Yes
235,5.26,49.9,32,Normal,No
237,6.81,49.83,33,Normal,No
248,17.93,50.2,53,Overload,Yes
269,9.71,50.01,32,Overvoltage,Yes
14,0.0,0.0,22,Line Break,Yes
263,9.91,50.97,42,Overvoltage,Yes
251,17.78,49.82,47,Overload,Yes
148,5.23,49.78,31,Undervoltage,Yes
7,0.0,0.0,23,Line Break,Yes
18,0.0,0.0,24,Line Break,Yes
237,5.15,50.17,33,Normal,No
233,3.27,50.19,28,Normal,No
238,4.23,50.02,30,Normal,No
239,4.12,49.83,25,Normal,No
260,15.81,49.94,47,Overload,Yes
238,5.68,49.9,27,Normal,No
0,0.0,0.0,23,Line Break,Yes
166,5.46,49.66,30,Undervoltage,Yes
225,3.76,49.84,26,Normal,No
294,5.05,50.46,38,Overvoltage,Yes
10,0.0,0.0,26,Line Break,Yes
246,11.43,49.88,40,Overload,Yes
233,5.63,50.15,30,Normal,No
247,18.87,50.18,43,Overload,Yes
16,0.0,0.0,25,Line Break,Yes
16,0.0,0.0,23,Line Break,Yes
136,2.04,49.84,26,Undervoltage,Yes
240,4.99,50.18,26,Normal,No
121,2.38,49.4,29,Undervoltage,Yes
273,5.02,50.4,43,Overvoltage,Yes
104,5.46,49.73,34,Undervoltage,Yes
257,13.72,49.93,50,Overload,Yes
123,2.09,49.34,31,Undervoltage,Yes
278,9.23,50.77,36,Overvoltage,Yes
300,8.37,50.18,36,Overvoltage,Yes
291,5.12,50.04,35,Overvoltage,Yes
17,0.0,0.0,23,Line Break,Yes
174,3.86,49.64,34,Undervoltage,Yes
274,7.14,50.39,38,Overvoltage,Yes
255,13.3,49.87,46,Overload,Yes
19,0.0,0.0,27,Line Break,Yes
157,4.77,49.85,30,Undervoltage,Yes
146,2.18,49.62,25,Undervoltage,Yes
270,7.67,50.94,42,Overvoltage,Yes
14,0.0,0.0,29,Line Break,Yes
18,0.0,0.0,27,Line Break,Yes
13,0.0,0.0,23,Line Break,Yes
178,5.2,49.83,28,Undervoltage,Yes
284,5.14,50.19,38,Overvoltage,Yes
5,0.0,0.0,21,Line Break,Yes
270,5.81,50.22,33,Overvoltage,Yes
250,11.93,50.06,44,Overload,Yes
251,10.26,49.85,47,Overload,Yes
287,5.9,50.97,31,Overvoltage,Yes
289,6.56,50.62,33,Overvoltage,Yes
227,5.84,49.82,34,Normal,No
293,6.94,50.15,41,Overvoltage,Yes
13,0.0,0.0,21,Line Break,Yes
260,13.15,50.17,43,Overload,Yes
108,3.62,49.26,33,Undervoltage,Yes
279,9.3,50.52,38,Overvoltage,Yes
252,14.65,49.82,50,Overload,Yes
174,2.95,49.18,34,Undervoltage,Yes
223,7.81,49.94,28,Normal,No
160,4.58,49.3,27,Undervoltage,Yes
245,16.81,49.84,45,Overload,Yes
227,6.16,49.9,25,Normal,No
129,4.4,49.56,34,Undervoltage,Yes
277,9.82,50.54,36,Overvoltage,Yes
6,0.0,0.0,21,Line Break,Yes
108,4.11,49.09,33,Undervoltage,Yes
12,0.0,0.0,26,Line Break,Yes
20,0.0,0.0,25,Line Break,Yes
249,12.79,50.0,48,Overload,Yes
146,4.64,49.19,27,Undervoltage,Yes
131,4.35,49.41,33,Undervoltage,Yes
18,0.0,0.0,28,Line Break,Yes
289,8.1,50.92,43,Overvoltage,Yes
232,6.49,49.95,25,Normal,No
8,0.0,0.0,22,Line Break,Yes
8,0.0,0.0,25,Line Break,Yes
285,6.42,50.29,35,Overvoltage,Yes
9,0.0,0.0,25,Line Break,Yes
244,14.14,50.17,55,Overload,Yes
233,5.47,50.15,25,Normal,No
231,6.07,49.93,31,Normal,No
6,0.0,0.0,23,Line Break,Yes
273,8.63,50.53,39,Overvoltage,Yes
254,15.84,49.88,51,Overload,Yes
291,9.88,50.45,39,Overvoltage,Yes
174,3.77,49.38,27,Undervoltage,Yes
287,9.75,50.28,32,Overvoltage,Yes
